,date,action,pull_price,short_price,ema5,ema20,ema200,ticker_name,rsi,target
0,1970-01-01 00:00:00.000000014,short_buy,,5481.125,5484.179626440285,5487.253510211195,5496.158026181306,BAJFINANCE.NS,39.38774900100647,5426.31375
1,1970-01-01 00:00:00.000000017,short_sell,,5421.699951171875,5452.6191520837,5471.248084876211,5494.088488120076,BAJFINANCE.NS,23.351108979348943,
2,1970-01-01 00:00:00.000000018,short_buy,,5410.75,5442.037118287322,5464.938743459428,5493.202035501967,BAJFINANCE.NS,21.289647592282922,5356.6425
3,1970-01-01 00:00:00.000000021,short_sell,,5338.02490234375,5392.847223736353,5435.350839708938,5489.027631442464,BAJFINANCE.NS,15.646596648238775,
4,1970-01-01 00:00:00.000000022,short_buy,,5349.85009765625,5385.103396239385,5427.984093069992,5487.723873915674,BAJFINANCE.NS,23.689885499905277,5296.351596679688
5,1970-01-01 00:00:00.000000025,short_sell,,5278.89990234375,5354.410753799018,5403.874672036114,5483.346136330378,BAJFINANCE.NS,19.931637164888986,
6,1970-01-01 00:00:00.000000026,short_buy,,5236.10009765625,5328.175052433959,5387.919950666604,5480.888464303769,BAJFINANCE.NS,19.832014236875967,5183.7390966796875
7,1970-01-01 00:00:00.000000046,short_sell,,5370.300048828125,5303.151587183097,5293.108939827223,5441.936986793328,BAJFINANCE.NS,65.40477392999364,
8,1970-01-01 00:00:00.000000065,short_buy,,5357.324951171875,5376.452748102491,5378.253438640882,5435.658655400865,BAJFINANCE.NS,47.28608370482812,5303.751701660156
9,1970-01-01 00:00:00.000000073,short_sell,,5385.125,5377.958058459303,5377.416829904935,5431.076764779786,BAJFINANCE.NS,55.097668417754505,
10,1970-01-01 00:00:00.000000084,short_buy,,5370.324951171875,5383.687727033006,5384.789261102914,5426.9259509275225,BAJFINANCE.NS,45.26375593957439,5316.621701660156
11,1970-01-01 00:00:00.000000095,short_sell,,5393.074951171875,5383.639129937207,5381.190302300733,5421.726326541363,BAJFINANCE.NS,59.559288830573365,
12,1970-01-01 00:00:00.000000100,short_buy,,5347.625,5372.416220424112,5378.467616577709,5419.595541363899,BAJFINANCE.NS,34.47051549145409,5294.14875
13,1970-01-01 00:00:00.000000105,short_sell,,5287.800048828125,5323.661949676925,5350.6941788006725,5414.263436953015,BAJFINANCE.NS,33.591509061013724,
14,1970-01-01 00:00:00.000000106,short_buy,,5292.375,5316.4037386376085,5345.009018914894,5413.036935092786,BAJFINANCE.NS,33.129190827030705,5239.45125
15,1970-01-01 00:00:00.000000126,short_sell,,5201.52490234375,5252.224590268286,5282.1046457299635,5389.514087799036,BAJFINANCE.NS,22.84538896987899,
16,1970-01-01 00:00:00.000000127,short_buy,,5174.675048828125,5229.363591910056,5269.461355437229,5387.1243963548295,BAJFINANCE.NS,17.7554478186623,5122.928298339843
17,1970-01-01 00:00:00.000000149,short_sell,,5119.050048828125,5143.009473950725,5159.866802668396,5339.625746915318,BAJFINANCE.NS,37.42053534553478,
18,1970-01-01 00:00:00.000000150,short_buy,,5171.949951171875,5145.674035295008,5159.403297652359,5337.788674806708,BAJFINANCE.NS,46.134766433311775,5120.230451660156
19,1970-01-01 00:00:00.000000154,short_sell,,5195.449951171875,5169.228605430223,5166.106162177282,5331.520543736469,BAJFINANCE.NS,57.18256971169803,
20,1970-01-01 00:00:00.000000173,short_buy,,5187.64990234375,5202.521514379687,5202.868927995849,5311.122811813311,BAJFINANCE.NS,42.64664669059704,5135.773403320312
21,1970-01-01 00:00:00.000000175,short_sell,,5238.300048828125,5207.530303644811,5204.757558723643,5309.1625670406565,BAJFINANCE.NS,59.023034383305095,
22,1970-01-01 00:00:00.000000183,short_buy,,5203.02490234375,5207.591675171603,5208.439028985306,5301.858428018955,BAJFINANCE.NS,48.043970197607386,5150.994653320313
23,1970-01-01 00:00:00.000000196,short_sell,,5204.550048828125,5195.229350209216,5194.78466374253,5287.844736610818,BAJFINANCE.NS,54.30958517184341,
24,1970-01-01 00:00:00.000000202,short_buy,,5182.77490234375,5191.240615042385,5193.956670225335,5282.413932568394,BAJFINANCE.NS,39.9530201126896,5130.947153320312
25,1970-01-01 00:00:00.000000225,short_sell,,5201.27490234375,5162.489639984497,5160.67511452027,5255.776078537205,BAJFINANCE.NS,58.33172101588487,
26,1970-01-01 00:00:00.000000251,short_buy,,5094.050048828125,5187.793101052071,5202.112549167439,5244.352606807849,BAJFINANCE.NS,28.077138741248536,5043.109548339844
27,1970-01-01 00:00:00.000000253,short_sell,,5025.0,5123.929176774554,5170.207333243499,5240.034712533472,BAJFINANCE.NS,23.22575842637567,
28,1970-01-01 00:00:00.000000254,short_buy,,5011.625,5096.122649644098,5153.882806714357,5237.634365191721,BAJFINANCE.NS,21.25417615042094,4961.50875
29,1970-01-01 00:00:00.000000257,short_sell,,4950.89990234375,5022.185704249983,5103.2786893166585,5229.432914895104,BAJFINANCE.NS,17.031075558121863,
30,1970-01-01 00:00:00.000000258,short_buy,,4939.175048828125,5004.811103305543,5088.10929033412,5226.5927863886845,BAJFINANCE.NS,19.830608565547767,4889.783298339844
31,1970-01-01 00:00:00.000000278,short_sell,,5027.150146484375,5007.160049982714,5006.952185891212,5182.877364643551,BAJFINANCE.NS,52.0762105130737,
32,1970-01-01 00:00:00.000000279,short_buy,,5015.0,5006.468884361555,5006.675768633716,5181.09798593752,BAJFINANCE.NS,46.348855245184865,4964.85
33,1970-01-01 00:00:00.000000280,short_sell,,5010.574951171875,5009.253576725654,5007.849504954314,5179.48507065456,BAJFINANCE.NS,50.36220422897648,
34,1970-01-01 00:00:00.000000288,short_buy,,4984.699951171875,5004.745017690214,5008.767322621216,5166.637979586555,BAJFINANCE.NS,36.40691693097317,4934.852951660157
35,1970-01-01 00:00:00.000000302,short_sell,,5025.125,5004.940783452923,5001.786432370986,5144.454304908346,BAJFINANCE.NS,57.952711505066965,
36,1970-01-01 00:00:00.000000335,short_buy,,5057.574951171875,5067.630942863334,5067.929892882895,5122.219488805369,BAJFINANCE.NS,49.19889925247919,5006.999201660156
37,1970-01-01 00:00:00.000000350,short_sell,,4971.2998046875,5016.73688316691,5038.692569973147,5110.562035451848,BAJFINANCE.NS,22.314796690691242,
38,1970-01-01 00:00:00.000000351,short_buy,,4941.4248046875,4999.750865727041,5029.321830422134,5108.867883901954,BAJFINANCE.NS,22.041836122294477,4892.010556640625
