Datetime,Open,High,Low,Close,Volume,ticker
2021-03-18 09:15:00+05:30,5410,5525,5410,5498,218813,BAJFINANCE.NS
2021-03-18 09:30:00+05:30,5498.5498046875,5506.2001953125,5488,5500,123667,BAJFINANCE.NS
2021-03-18 09:45:00+05:30,5500,5510,5477.85009765625,5490,98537,BAJFINANCE.NS
2021-03-18 10:00:00+05:30,5488,5496,5481,5483.0498046875,49750,BAJFINANCE.NS
2021-03-18 10:15:00+05:30,5486.2998046875,5495,5472.10009765625,5478.75,80197,BAJFINANCE.NS
2021-03-18 10:30:00+05:30,5479.2998046875,5479.2998046875,5463,5472.7001953125,67230,BAJFINANCE.NS
2021-03-18 10:45:00+05:30,5470.25,5491.14990234375,5470.10009765625,5480,63813,BAJFINANCE.NS
2021-03-18 11:00:00+05:30,5479.10009765625,5495,5479.10009765625,5481,39011,BAJFINANCE.NS
2021-03-18 11:15:00+05:30,5480,5486,5475,5481.7998046875,20147,BAJFINANCE.NS
2021-03-18 11:30:00+05:30,5481.7001953125,5490,5472,5472.5,28573,BAJFINANCE.NS
2021-03-18 11:45:00+05:30,5472.14990234375,5489,5472,5484.75,29604,BAJFINANCE.NS
2021-03-18 12:00:00+05:30,5483.10009765625,5500,5483,5500,52748,BAJFINANCE.NS
2021-03-18 12:15:00+05:30,5499.9501953125,5500,5485,5488,33599,BAJFINANCE.NS
2021-03-18 12:30:00+05:30,5487.5,5492.75,5483.5,5485.39990234375,15075,BAJFINANCE.NS
2021-03-18 12:45:00+05:30,5485.0498046875,5490.0498046875,5470,5477.2001953125,47252,BAJFINANCE.NS
2021-03-18 13:00:00+05:30,5475.7001953125,5475.7001953125,5432.75,5436.64990234375,116459,BAJFINANCE.NS
2021-03-18 13:15:00+05:30,5438,5447.85009765625,5401,5425.0498046875,142319,BAJFINANCE.NS
2021-03-18 13:30:00+05:30,5426.5,5426.5,5400,5416.89990234375,100813,BAJFINANCE.NS
2021-03-18 13:45:00+05:30,5416.5,5434,5403.4501953125,5405,61750,BAJFINANCE.NS
2021-03-18 14:00:00+05:30,5405,5409.5,5375.89990234375,5378.4501953125,113957,BAJFINANCE.NS
2021-03-18 14:15:00+05:30,5377.10009765625,5383,5307.39990234375,5336.7998046875,207712,BAJFINANCE.NS
2021-03-18 14:30:00+05:30,5335.0498046875,5375,5335.0498046875,5341,101057,BAJFINANCE.NS
2021-03-18 14:45:00+05:30,5341.7001953125,5368.9501953125,5335,5358,72854,BAJFINANCE.NS
2021-03-18 15:00:00+05:30,5358.35009765625,5388.75,5345,5387.39990234375,112921,BAJFINANCE.NS
2021-03-18 15:15:00+05:30,5386.0498046875,5399.9501953125,5361.60009765625,5395,100367,BAJFINANCE.NS
2021-03-19 09:15:00+05:30,5319.89990234375,5331,5235.10009765625,5237.89990234375,142927,BAJFINANCE.NS
2021-03-19 09:30:00+05:30,5235.85009765625,5245,5192.0498046875,5236.35009765625,181565,BAJFINANCE.NS
2021-03-19 09:45:00+05:30,5239.10009765625,5250,5220.2001953125,5248,91266,BAJFINANCE.NS
2021-03-19 10:00:00+05:30,5248,5262.5,5226.0498046875,5243,111133,BAJFINANCE.NS
2021-03-19 10:15:00+05:30,5245.25,5258,5224,5252,83256,BAJFINANCE.NS
2021-03-19 10:30:00+05:30,5253.2998046875,5268.89990234375,5247.39990234375,5254,88195,BAJFINANCE.NS
2021-03-19 10:45:00+05:30,5254,5274,5244.89990234375,5274,116485,BAJFINANCE.NS
2021-03-19 11:00:00+05:30,5274,5329.35009765625,5270,5295.2001953125,174594,BAJFINANCE.NS
2021-03-19 11:15:00+05:30,5297.39990234375,5298.89990234375,5267.60009765625,5286.14990234375,79525,BAJFINANCE.NS
2021-03-19 11:30:00+05:30,5286.10009765625,5291,5232.35009765625,5235,69921,BAJFINANCE.NS
2021-03-19 11:45:00+05:30,5235,5259.7998046875,5232.5,5249.25,69700,BAJFINANCE.NS
2021-03-19 12:00:00+05:30,5250.4501953125,5250.4501953125,5220,5228,78942,BAJFINANCE.NS
2021-03-19 12:15:00+05:30,5226.60009765625,5241.39990234375,5213.5498046875,5233,74516,BAJFINANCE.NS
2021-03-19 12:30:00+05:30,5233,5249,5220,5230.39990234375,59581,BAJFINANCE.NS
2021-03-19 12:45:00+05:30,5230.2001953125,5252.10009765625,5223.39990234375,5234.5,56465,BAJFINANCE.NS
2021-03-19 13:00:00+05:30,5235.25,5251.7001953125,5231.5,5246.7998046875,39423,BAJFINANCE.NS
2021-03-19 13:15:00+05:30,5246.5,5267.5,5243.85009765625,5250,74795,BAJFINANCE.NS
