Datetime,Open,High,Low,Close,Volume,ticker
2021-04-22 09:15:00+05:30,326.20001220703125,332.20001220703125,323.8500061035156,332.0,3757220,SBIN.NS
2021-04-22 09:30:00+05:30,331.95001220703125,332.1000061035156,328.79998779296875,330.45001220703125,2881993,SBIN.NS
2021-04-22 09:45:00+05:30,330.45001220703125,331.1499938964844,329.20001220703125,330.25,1632721,SBIN.NS
2021-04-22 10:00:00+05:30,330.29998779296875,330.3500061035156,328.54998779296875,329.6499938964844,1533444,SBIN.NS
2021-04-22 10:15:00+05:30,329.6499938964844,331.20001220703125,329.20001220703125,331.0,1656417,SBIN.NS
2021-04-22 10:30:00+05:30,330.95001220703125,331.8500061035156,330.5,330.95001220703125,1780879,SBIN.NS
2021-04-22 10:45:00+05:30,330.95001220703125,331.5,330.54998779296875,330.70001220703125,826291,SBIN.NS
2021-04-22 11:00:00+05:30,330.70001220703125,331.3999938964844,330.0,331.25,1275715,SBIN.NS
2021-04-22 11:15:00+05:30,331.25,332.6499938964844,330.5,332.1499938964844,1384870,SBIN.NS
2021-04-22 11:30:00+05:30,332.29998779296875,334.29998779296875,332.29998779296875,334.20001220703125,2377187,SBIN.NS
2021-04-22 11:45:00+05:30,334.1000061035156,334.70001220703125,333.54998779296875,333.79998779296875,1896756,SBIN.NS
2021-04-22 12:00:00+05:30,333.8500061035156,334.79998779296875,332.8500061035156,334.70001220703125,1706323,SBIN.NS
2021-04-22 12:15:00+05:30,334.6499938964844,335.3999938964844,333.8500061035156,334.3500061035156,1689448,SBIN.NS
2021-04-22 12:30:00+05:30,334.3999938964844,335.0,333.3500061035156,333.45001220703125,1601996,SBIN.NS
2021-04-22 12:45:00+05:30,333.5,334.70001220703125,333.5,334.0,901320,SBIN.NS
2021-04-22 13:00:00+05:30,334.04998779296875,334.6000061035156,333.25,333.45001220703125,990841,SBIN.NS
2021-04-22 13:15:00+05:30,333.29998779296875,334.29998779296875,332.79998779296875,332.79998779296875,1230295,SBIN.NS
2021-04-22 13:30:00+05:30,332.79998779296875,333.3500061035156,331.70001220703125,333.1499938964844,1497579,SBIN.NS
2021-04-22 13:45:00+05:30,333.20001220703125,333.3500061035156,331.79998779296875,332.25,1564755,SBIN.NS
2021-04-22 14:00:00+05:30,332.20001220703125,334.29998779296875,332.20001220703125,333.95001220703125,1292222,SBIN.NS
2021-04-22 14:15:00+05:30,334.0,334.45001220703125,332.5,334.0,1517293,SBIN.NS
2021-04-22 14:30:00+05:30,334.04998779296875,335.5,333.6000061035156,335.20001220703125,2011072,SBIN.NS
2021-04-22 14:45:00+05:30,335.1000061035156,337.0,335.1000061035156,336.0,2611613,SBIN.NS
2021-04-22 15:00:00+05:30,336.1000061035156,337.20001220703125,336.0,336.95001220703125,3330087,SBIN.NS
2021-04-22 15:15:00+05:30,336.79998779296875,337.45001220703125,335.75,336.25,3857582,SBIN.NS
2021-04-23 09:15:00+05:30,331.95001220703125,335.8999938964844,331.75,333.20001220703125,1843311,SBIN.NS
2021-04-23 09:30:00+05:30,333.20001220703125,333.95001220703125,332.70001220703125,333.75,1517428,SBIN.NS
2021-04-23 09:45:00+05:30,333.70001220703125,336.45001220703125,333.25,336.1000061035156,2075195,SBIN.NS
2021-04-23 10:00:00+05:30,336.1000061035156,338.45001220703125,335.5,338.0,3845246,SBIN.NS
2021-04-23 10:15:00+05:30,338.0,338.3999938964844,336.54998779296875,338.1000061035156,1870363,SBIN.NS
2021-04-23 10:30:00+05:30,338.0,338.8999938964844,336.75,336.8500061035156,2545966,SBIN.NS
2021-04-23 10:45:00+05:30,336.8500061035156,337.45001220703125,336.29998779296875,336.8500061035156,1225928,SBIN.NS
2021-04-23 11:00:00+05:30,336.8500061035156,338.1499938964844,336.70001220703125,337.75,1095165,SBIN.NS
2021-04-23 11:15:00+05:30,337.79998779296875,339.0,337.6000061035156,338.6000061035156,1858235,SBIN.NS
2021-04-23 11:30:00+05:30,338.45001220703125,339.8999938964844,338.29998779296875,339.5,2398236,SBIN.NS
2021-04-23 11:45:00+05:30,339.45001220703125,339.79998779296875,338.20001220703125,338.5,1208000,SBIN.NS
2021-04-23 12:00:00+05:30,338.54998779296875,339.0,338.04998779296875,338.29998779296875,746098,SBIN.NS
2021-04-23 12:15:00+05:30,338.3500061035156,338.3500061035156,335.54998779296875,337.20001220703125,2493328,SBIN.NS
2021-04-23 12:30:00+05:30,337.20001220703125,338.25,336.25,337.95001220703125,1250479,SBIN.NS
2021-04-23 12:45:00+05:30,338.0,338.29998779296875,336.54998779296875,337.0,889062,SBIN.NS
2021-04-23 13:00:00+05:30,337.1499938964844,337.79998779296875,336.1000061035156,337.20001220703125,1090228,SBIN.NS
2021-04-23 13:15:00+05:30,337.1499938964844,338.0,336.6000061035156,337.8500061035156,702913,SBIN.NS
2021-04-23 13:30:00+05:30,337.8500061035156,338.0,334.54998779296875,335.79998779296875,2269514,SBIN.NS
2021-04-23 13:45:00+05:30,335.79998779296875,336.5,334.8500061035156,336.1499938964844,1190302,SBIN.NS
2021-04-23 14:00:00+05:30,336.04998779296875,336.70001220703125,335.0,335.1499938964844,1026396,SBIN.NS
2021-04-23 14:15:00+05:30,335.04998779296875,336.0,334.5,334.6499938964844,1612934,SBIN.NS
2021-04-23 14:30:00+05:30,334.6499938964844,335.29998779296875,333.5,333.75,1985106,SBIN.NS
2021-04-23 14:45:00+05:30,333.75,335.3999938964844,333.3999938964844,334.70001220703125,1214648,SBIN.NS
2021-04-23 15:00:00+05:30,334.6000061035156,336.8999938964844,334.6000061035156,336.70001220703125,1948341,SBIN.NS
2021-04-23 15:15:00+05:30,336.6499938964844,337.25,335.20001220703125,335.45001220703125,2432215,SBIN.NS
2021-04-26 09:15:00+05:30,340.25,346.29998779296875,340.25,345.3500061035156,4370312,SBIN.NS
2021-04-26 09:30:00+05:30,345.6000061035156,346.5,345.0,345.04998779296875,3010809,SBIN.NS
2021-04-26 09:45:00+05:30,345.1000061035156,346.25,345.0,345.8999938964844,2390995,SBIN.NS
2021-04-26 10:00:00+05:30,345.8500061035156,346.3500061035156,344.25,344.45001220703125,2074152,SBIN.NS
2021-04-26 10:15:00+05:30,344.3999938964844,345.20001220703125,344.04998779296875,345.1000061035156,1476182,SBIN.NS
2021-04-26 10:30:00+05:30,345.1499938964844,346.70001220703125,344.3500061035156,346.0,2858511,SBIN.NS
2021-04-26 10:45:00+05:30,345.95001220703125,346.20001220703125,345.1000061035156,345.70001220703125,1041285,SBIN.NS
2021-04-26 11:00:00+05:30,345.79998779296875,347.3500061035156,345.70001220703125,346.5,2295890,SBIN.NS
2021-04-26 11:15:00+05:30,346.5,347.0,345.8999938964844,346.0,1303002,SBIN.NS
2021-04-26 11:30:00+05:30,345.8999938964844,346.95001220703125,345.70001220703125,346.54998779296875,1418712,SBIN.NS
2021-04-26 11:45:00+05:30,346.54998779296875,346.79998779296875,345.54998779296875,346.3500061035156,1309219,SBIN.NS
2021-04-26 12:00:00+05:30,346.5,346.5,345.70001220703125,346.3500061035156,1235161,SBIN.NS
2021-04-26 12:15:00+05:30,346.3500061035156,346.70001220703125,345.3999938964844,345.8999938964844,1639536,SBIN.NS
2021-04-26 12:30:00+05:30,345.95001220703125,345.95001220703125,345.0,345.29998779296875,1627389,SBIN.NS
2021-04-26 12:45:00+05:30,345.29998779296875,345.8999938964844,345.1499938964844,345.8500061035156,1221974,SBIN.NS
2021-04-26 13:00:00+05:30,345.8500061035156,346.3999938964844,344.8500061035156,345.79998779296875,1651832,SBIN.NS
2021-04-26 13:15:00+05:30,345.75,345.95001220703125,345.04998779296875,345.75,850953,SBIN.NS
2021-04-26 13:30:00+05:30,345.75,345.75,345.0,345.25,882322,SBIN.NS
2021-04-26 13:45:00+05:30,345.25,346.79998779296875,345.1000061035156,346.25,1763402,SBIN.NS
2021-04-26 14:00:00+05:30,346.20001220703125,346.5,345.75,346.25,953097,SBIN.NS
2021-04-26 14:15:00+05:30,346.20001220703125,346.29998779296875,344.6499938964844,345.1000061035156,1774998,SBIN.NS
2021-04-26 14:30:00+05:30,345.04998779296875,345.54998779296875,343.0,344.25,2746387,SBIN.NS
